Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price
6.858251904,4.17,26139.26853,1553311.161
5.980078563,4.48,37910.29498,945252.1918
7.776882083,6.36,26489.31324,1158697.6
4.878168681,3.45,32530.25631,1261239.272
6.962538329,3.21,38894.22736,1257282.159
7.670622678,4.38,34977.45191,1279464.647
7.435501715,6.43,51148.22512,943854.7279
5.40803396,2.1,41440.2007,1404540.758
7.524165511,5.08,23038.44982,1296636.271
6.938119168,2.27,46782.38518,1450996.038
8.066219896,4.04,42975.61819,1654965.296
6.096913211,3.21,48263.03534,1030866.952
5.105792852,4.14,42873.0502,1204103.087
6.732551727,3.05,39635.82874,1115721.687
7.033852224,3.42,32276.03427,606863.1415
7.392283644,3.02,28318.26432,971174.9868
7.254178536,6.12,30541.09938,1029855.714
6.38695295,4.02,25851.03903,1246791.029
5.056734127,2.33,35230.80254,1146886.093
6.677805687,4.35,19481.38513,1075550.215
6.469378923,2.02,32375.82626,1074263.317
6.847702229,2.27,34810.29108,1115394.393
8.55876584,3.15,41648.10864,1496210.216
9.001898577,6.06,42451.30628,1299991.951
6.278728815,4.07,29827.66647,1446983.542
6.677337574,4.11,46819.13057,1257376.174
6.258952049,2.48,36698.64905,1549303.499
6.649683873,3.35,21434.06366,828477.2913
6.583689353,2.15,52719.91594,1642011.345
6.230365773,2.33,26030.46371,847387.2058
6.862994372,2.33,32200.51534,968082.1645
7.009953998,6.03,39757.70431,1495384.004
6.395309807,3.16,30288.69855,678721.8842
6.868717214,4.49,39075.64028,1427551.145
7.482816893,5.16,44966.0678,1093873.291
6.251239098,2.33,46775.80866,1653232.551
6.993504076,3.15,39692.10555,1178272.297
6.427597572,3.18,35765.74921,755843.709
8.1389596,5.18,42773.6131,1210366.529
6.539603269,2.33,31789.97274,980231.2309
7.228937922,4.41,47116.0638,1122083.251
6.847191229,3.18,45233.32883,1441376.394
6.921532165,3.13,43467.14704,1251794.179
7.321569047,5.06,33865.61697,1257217.29
8.030298781,5.45,44202.65614,1986811.17
6.739908507,4.21,31129.64248,1550242.01
7.624513514,3.4,34317.49878,1305127.336
5.370211326,2.17,42522.59413,940162.7245
7.160643652,3.5,15800.74846,690958.5497
8.043456348,5.21,39475.39943,1153029.616
8.200831779,5.38,20803.69329,1116487.357
6.353573023,3.42,39014.97184,1534171.953
8.051281302,4.24,26153.07274,893435.1192
6.297907807,2.31,38890.89276,401148.5688
8.402290674,6.14,44373.63307,1290755.036
7.082951909,5.5,52976.31041,1865071.41
7.854513278,5.03,44972.03136,1251430.92
5.520686905,3.05,49585.56494,1133910.648
8.57035713,4.02,49240.31767,1688093.257
7.33357158,4.2,65184.57847,1394132.241
6.479993675,4.23,17227.90721,923444.1448
8.530697129,3.26,40790.18479,1131533.555
7.08547679,3.15,42656.43925,1475700.71
7.225521823,3.2,41258.26229,842985.8529
5.629372721,4.4,36561.83342,1327718.382
6.497298657,2.02,33910.8315,1220700.696
7.526951901,3.07,30995.20994,1403176.429
7.492699747,4.43,37986.70179,1331656.494
7.854195763,4.18,44019.2121,1051567.946
8.338978426,3.23,51456.15053,1813857.826
7.006284953,4.21,32363.37953,1041237.817
6.370260765,2.44,41837.47517,1746086.989
6.14846991,4.03,44935.37806,1412881.784
7.826728312,6.46,25670.37861,1557626.781
7.458154622,3.1,52850.41342,1797105.103
5.617601976,4.18,28162.44064,923246.8621
5.386571385,3.3,26888.4087,834185.5784
6.858556208,2.46,38962.02283,1603749.984
5.814822648,3.09,50519.28996,1510996.435
7.759695717,4.04,27384.86537,1496539.313
8.09294026,5.47,45263.03507,1447325.64
8.574096901,5.5,16619.26852,1361841.952
7.085072362,5.48,50370.06338,1409977.131
6.889478357,2.22,22850.06268,1534111.581
7.067777356,6.13,46903.73743,1484688.234
8.299378649,3.37,27444.58556,1379169.449
8.404363247,3.24,60023.36096,1884385.65
7.45993862,6.26,15482.45243,856383.5014
6.313062078,3.46,34140.16752,1689512.18
7.778720809,4.49,48457.02136,1640185.798
6.0809811,4.02,41426.38977,452530.1767
6.108566995,3.39,35525.87604,980145.7829
7.598998513,5.02,35123.38281,1449409.436
6.823673796,3.17,41100.3297,814784.2457
7.947237705,5.13,40022.34343,1735637.414
5.531987767,3.49,35703.99249,964924.4933
7.354883185,5.37,52591.35747,1490718.335
8.022282698,5.18,28115.60316,1086186.428
7.308434245,4.31,42775.98296,1759180.044
6.797252737,2.06,36903.30849,1315828.86
7.54237823,3.11,39286.15766,1137685.116
6.273381407,4.43,30222.6912,1446155.18
6.971292638,4.18,47048.49001,1602903.281
7.632469694,3.13,30157.6295,1440246.33
5.003836368,4,40086.45875,800146.2261
9.034975733,4.44,35548.65189,1491538.499
6.168513957,3.25,32891.15941,969323.4858
7.748133072,6.2,36591.9573,1055772.871
6.581800007,4.29,40903.55891,1299430.176
6.662566733,2.01,29215.13611,1340094.966
6.67626537,3.23,42589.62439,1723729.655
7.410784513,5.48,37908.34665,1214104.934
5.853657264,2.21,23915.56442,393639.074
6.927858675,3.47,55449.4071,1472539.958
5.847510742,4.01,31457.04285,502553.0522
4.583869961,4.29,29936.39719,1296223.706
5.90694008,2.1,49251.80803,1342814.949
6.5736184,4.42,53056.062,1698219.757
7.56795346,4.41,20794.8215,555504.1478
7.142835518,3.02,45577.30243,1298980.829
6.19609335,4.02,34100.91677,1440736.583
7.580906575,6.29,26527.29795,1145351.161
6.997284659,4.23,29483.35861,1546957.226
6.861131564,2.12,33805.32623,1070818.731
5.841565101,3.34,51039.38782,1993453.673
6.484095707,3.32,45701.33285,891981.0976
7.99341993,6.18,12513.68173,1443842.023
5.984186173,2.31,34252.72864,1305219.521
7.73337513,6.42,45539.12185,1238708.76
6.549836017,3.21,28795.1202,1241386.737
5.781082744,4.07,32754.83084,849008.7047
8.146308838,6.22,39092.18544,1656785.448
9.921519789,5.04,42266.29337,1896650.323
8.126158727,6.37,40744.09197,1300362.028
7.619011456,4.24,35334.63367,1159749.09
6.861206526,2.05,15586.3573,1263743.971
7.286039798,6.25,35638.53817,1292643.52
8.037263,3.4,46457.01873,1357710.965
6.545256912,3.14,25337.01157,945551.1489
7.709022646,5.24,51974.84018,1572099.69
8.4693801,3.31,48591.39346,2019424.222
5.528943864,4.28,29496.94558,831471.5304
5.733871078,3.03,34598.97968,1408347.445
6.703754321,2.3,36409.13231,1154126.216
8.747408787,5.32,59717.66977,1521085.472
9.369370843,4.13,43283.93363,1522143.641
6.278452801,4.25,50524.73674,1528714.305
7.076943828,4.2,38244.58139,1289042.121
7.309515328,6.19,44738.39585,1222799.34
4.525421031,3.03,42543.54,792174.1738
7.712774153,3.16,43805.52189,1753967.477
6.200115671,4.5,35977.31916,1149524.699
7.255140733,6.43,46014.58222,1876497.269
6.317399606,3.19,41217.11682,1045348.23
6.422631236,3.46,37581.05338,1323300.72
6.458755876,2.45,48132.61901,997239.7078
7.464633732,4.09,27485.2428,1204939.904
7.934351162,5.01,30167.23343,1877941.971
7.642894947,3.02,37315.7884,1245053.433
6.160888333,2.42,24970.70552,1165990.604
7.124398855,4.23,50209.55111,1517152.585
6.065900195,3.36,36271.52986,847767.9216
7.034591893,3.3,38997.78366,1012269.469
6.532431958,2.48,45211.00806,1439431.453
6.345069812,2.44,35513.45835,1461511.881
7.683664419,4.15,20070.2313,678587.2437
4.415753056,4.23,49100.82349,783350.6732
8.695313159,6.19,36260.06673,1499552.269
7.774634207,4.49,19372.74768,1458422.811
6.285206893,3.17,33611.4409,1228879.867
5.553070982,4.04,25087.37081,932380.5504
7.194020913,4.17,38959.49107,834268.3429
8.902224391,6.43,22880.82332,1351007.041
5.697630215,3.35,54954.76259,1068786.672
8.427868532,4,14596.2503,1124396.249
7.480512026,6.39,37523.86467,2370231.32
7.795868186,6.49,26761.9354,1334952.605
5.651019169,4.14,48227.07429,1504441.01
6.913776479,3.36,47697.26859,1153435.092
8.460541118,3.43,44907.37865,1259357.023
5.985129882,4.16,40368.56038,1567745.807
7.336151988,5.37,44873.84135,1516419.721
6.769938966,3.21,36446.87144,1365151.394
5.401786825,4.25,39563.9712,1046030.114
6.848577732,2.09,51479.07096,1233965.837
5.588030876,4.22,31581.83852,1009769.078
5.8214009,4.3,37787.66295,1453597.507
6.690464212,3.17,23162.9107,1103206.755
5.106962247,2.09,47724.58136,1571253.531
5.514897205,2.29,38114.52633,1400111.497
8.210602123,4.42,44157.28659,1822987.82
8.017889181,4.47,26228.39458,1174747.551
6.303479006,2.48,51406.7399,1147908.529
6.450620296,3.48,48372.29885,1124125.921
6.502411114,2.5,31944.55257,822934.8313
7.351612387,3.03,40542.81391,1448774.971
7.921577391,4.36,37752.91522,1063630.928
7.590101512,3.19,10555.70282,861657.3994
6.191981454,4.43,34347.24318,1034760.04
6.656387606,3.06,35756.68694,1240864.154
7.800580682,5.34,35427.10591,1442372.044
8.368596561,6.46,35294.2836,1390620.168
6.386089398,2.24,33900.19875,862407.817
6.732639864,2.05,14347.01941,695152.1733
6.388362635,3.03,43645.05069,1392537.29
8.39948615,5.09,46669.89885,1200653.345
9.449249571,4.23,35420.74094,920540.6539
6.776273718,3.22,55030.17288,1300433.575
6.083193454,4.01,41296.72793,1172188.194
5.623473082,3.2,28213.40919,1054732.6
5.853322091,3.12,41190.20808,615568.1134
8.422240324,4.31,48261.04959,1271396.518
5.662268147,3.14,3883.448164,231189.821
7.396697598,3.27,40395.08125,1040782.486
5.564653446,3.07,39367.45002,1111710.9
7.115186212,3.22,44203.08095,885796.2796
6.541849058,2.5,36499.84397,809755.6175
5.329030779,3.36,46984.15576,1095794.165
7.544191392,6.22,21446.34226,1138609.173
7.4041142,5.44,20913.65544,873241.9886
6.604334981,4.1,42877.42415,1413579.817
6.219018194,4.03,32549.99223,1730084.479
5.938396401,2.19,57110.64894,996243.4249
5.178078664,2.01,40836.13013,1273518.737
7.167177513,6.05,32256.63856,970177.1054
6.08284131,4.19,22993.63544,1143203.068
7.844811964,6.04,35748.33147,1437983.825
3.950224687,2.31,33423.29329,1128720.42
6.657391847,3.05,39781.74684,1532533.611
7.335984715,4.06,37813.71463,1082588.727
7.298146653,5.31,28438.89283,1156308.169
8.242756348,3.3,43395.73599,1168760.428
7.302751132,6.15,30117.17188,1357575.852
6.693434359,4.01,44212.90535,920498.9374
8.861577101,3.37,40002.32739,1810782.413
6.448118673,4.26,17180.48353,903657.5625
6.088061911,3.08,36688.16069,1850513.527
6.717020451,2.03,34753.41599,1148720.905
6.58380532,3.23,34602.378,1492033.205
6.188287003,3.44,22835.58443,831168.8337
7.9827641,6.47,39239.83825,1130677.466
6.317906885,3.12,33460.47314,737202.4576
7.387603517,3.24,32090.23024,578309.0862
5.242644354,4.22,39293.04063,1112223.008
6.810466039,2.49,36246.41293,962531.6649
6.320235228,2.38,19524.09855,843650.8279
8.188380547,5.38,33995.76662,1217267.934
7.001947254,3.35,26197.83908,450307.0174
6.770586414,3.33,31225.12327,1663473.121
5.463987578,4.03,20159.92165,1164615.968
5.690506347,3.35,31771.52976,1263018.127
7.278782582,5.36,53620.8905,2197436.875
7.661922672,3.15,48947.35792,1721261.812
7.953233508,5.19,45415.7213,1670908.662
7.120717323,4.16,50909.69708,1148749.933
7.067904619,5.19,29726.0146,1154883.288
5.233513538,2.4,31070.43183,1707269.528
6.827278726,2.35,42371.58426,1108406.786
8.386952035,4.22,28819.04314,1256599.179
6.351662614,2.38,43048.77792,1180967.735
6.507107742,2.12,22580.31276,905435.8429
8.196511734,4.05,46536.72488,1450122.715
9.007768282,3.38,40765.39799,1382810.706
5.625509818,2.37,38916.17469,868694.0737
6.112848062,2.49,49465.95154,1471746.555
7.514610864,5.47,25186.53741,676377.6614
5.989111803,2.16,26964.69492,1462422.256
7.140330542,5.4,23808.17907,1036782.245
5.825405473,4.41,58887.99941,1122967.385
8.114826162,4.23,43408.42046,1877073.575
7.743944663,6.13,57287.59897,1657363.057
8.72269798,6.19,50096.98027,1757395.787
7.303116175,6.09,44610.45332,1539084.922
8.500981648,6.29,47025.18368,1738788.382
6.57820466,2.26,22481.15896,1189466.714
6.288488369,4.27,54543.43678,1316793.569
6.699457258,4.23,43904.62922,1542970.948
5.144709636,2.04,34628.99343,1024973.195
6.39517598,4.34,28913.10606,1353182.494
8.479921331,6.2,43181.82465,1594089.241
8.457886906,5.11,60895.40817,1501048.204
6.996336096,3.22,48927.30443,810537.1484
5.96140678,4.22,53039.31613,1270297.545
6.569732034,4.09,44876.89971,1591022.904
7.987512616,6.38,26710.17833,1040652.839
6.411871045,2.14,6248.75608,639471.7361
5.607135038,2.02,33222.76188,867898.2822
6.827891384,4.32,47460.60701,776125.5971
6.561804932,2.37,11637.89291,1202844.374
6.436541956,3.42,53742.84199,1346379.985
7.081653164,4.23,23997.45355,1014430.121
6.987367714,2.39,27355.82979,1373512.302
8.429901753,4.19,33097.55641,1454749.807
8.098857048,3.08,32032.63777,1166600.457
6.393210122,2.23,43511.01799,1093253.491
7.207985937,4.4,67701.6498,2130762
6.564027581,3.05,41030.40891,1719762.308
6.085444349,2.18,40426.83517,1019880.653
6.201155203,3.05,41608.06466,1296645.375
6.933770891,3,39354.78926,1372878.534
6.980274128,3.43,36084.83774,1117011.106
6.722967192,4.16,27721.39364,959734.8133
6.822058699,3.18,60199.84255,1074824.816
8.374999406,3.2,39498.30028,922054.1319
6.979764638,3.24,40771.02861,1017374.023
6.663904269,2.1,45694.50757,1227401.539
7.110081473,3.26,44825.81265,1226041.783
8.354961507,3.11,36156.92049,1411334.219
8.48231689,6.25,27554.28687,1317234.043
4.765058235,4.4,33957.00203,1250144.012
9.640681638,5.03,42056.84712,1389047.558
5.228439448,3.16,23523.60198,792449.5431
6.776125367,4.06,40860.12048,1860681.947
8.030099125,4.13,26076.39086,1110827.822
7.193403798,5.46,29660.79658,1539129.364
6.938066307,2.37,37853.30134,1132779.837
7.253765742,6.13,20038.8619,839629.5122
6.922914743,2.29,40193.52872,1243239.003
7.98980743,4.27,32529.95072,1104109.035
7.863971202,4.32,14502.44477,1664301.512
7.662476479,6,20353.16099,818289.7642
7.569220698,4.4,36105.06961,1062666.366
5.490631869,4.45,23836.53843,730043.6451
8.730904572,6,31689.93323,1307173.872
4.969158207,2.22,36711.49426,1464710.206
5.890387971,4.1,32010.22811,769851.8034
6.376804344,3.32,39383.96586,1012023.399
6.277831678,4.13,31383.07069,866328.1313
5.783253683,3.16,34677.7243,1222726.564
7.359194737,5.37,35822.60168,998702.0371
9.472742074,6.47,39910.34268,1644242.137
9.268966847,6.12,53721.14129,1817188.451
6.02347229,2.3,54954.97189,1553976.234
5.012792886,3.48,26073.2223,850593.3377
7.1136851,3.3,24580.5637,1179987.324
7.509335527,4.23,40722.65597,1554986.695
8.155915088,5.35,35561.08441,1281378.174
7.736952387,3.43,35656.22969,1125677.604
8.425820688,3.13,34956.12616,1705889.887
5.935709309,2.05,29498.96419,783565.1025
8.982485924,6.12,42987.06573,1355362.956
5.258696394,3.07,35188.91826,927181.0664
6.195270308,3.48,36002.29608,1058517.81
8.840667908,6.24,44796.58583,1397564.156
5.487903073,3.12,14731.96976,635429.2305
6.377310795,4.27,41818.00491,1104701.234
7.050999424,3.05,35008.26751,1368134.998
7.149611673,5.11,36713.86484,1204117.419
7.260436972,3.31,21815.48888,517937.5895
5.759583193,2.18,31055.05109,1241182.835
8.535375454,6.45,53405.50581,1603627.28
8.280403871,4.3,27982.27171,1063206.378
4.419215488,4.13,39730.48179,1269293.209
6.73390648,4.15,18041.9435,1063399.275
7.780007631,4.3,27991.84,1561313.838
6.790149675,3.11,39863.17255,1135613.432
6.39644509,3.14,30253.85748,1057347.166
5.767253272,4.34,31925.89958,772310.2278
6.505406567,3.36,32844.56439,989263.2366
6.686709478,4.13,35245.74481,699323.2624
7.117961737,3.01,28635.37327,1596342.909
7.311785484,5.41,52378.25122,1499153.081
7.081933738,5.31,39160.55327,770770.5849
8.281878986,6.47,22900.11345,1055484.373
8.079372683,5.31,25032.13652,1240503.524
5.036428918,3.38,13162.97966,900973.3764
6.767607218,3.11,27417.11183,1035976.953
5.521846997,3.28,25348.47127,1086447.511
7.708946587,5,37723.28229,1366980.91
7.275192796,3.17,48694.86414,1616937.019
7.157214948,4.24,46361.63221,1639944.959
7.415416068,5.44,48820.23026,509499.589
6.751208637,4.34,34143.05076,1200125.447
8.287279331,6.32,41462.12742,2142896.556
6.361764814,4.01,45921.54242,1301089.712
7.528286855,4.26,35690.21885,1860648.745
7.151477066,4.45,26831.5434,1283996.968
7.716666271,5.29,35376.73383,947355.9701
6.484684915,4.17,41722.6619,875799.2473
7.926372237,4,42285.9628,1483041.335
7.45762873,5.14,29421.17133,1508856.424
6.797869101,2.36,35371.21257,1302814.489
7.19091541,5.07,21653.98468,747396.2531
9.090851632,3.43,58195.45703,1723397.089
7.418269493,6.43,41826.05082,1059431.451
7.964419297,3.49,43769.96713,1309397.049
7.636500321,5.05,29582.72278,981232.6124
6.895255219,3.24,37875.20166,1389763.822
7.290631549,6.12,49089.95912,1599963.807
8.014876701,3.25,38937.78577,1208843.277
9.293513239,6.17,43156.08678,2059301.343
8.131984058,3.27,47285.46168,1272337.504
7.337689237,3.09,31765.89773,1390377.375
7.365504405,4.08,28885.0533,1212899.219
6.080269606,3.05,44256.77913,1393482.85
6.399106708,3.22,31044.97947,1603046.179
7.42784464,4.44,27676.2714,1063069.916
6.669292686,3.4,46905.19295,1068492.613
6.874009026,3.46,34628.53932,1337973.732
8.366067624,3.25,34468.87383,889831.1511
8.105228297,4.4,36795.39817,1308231.769
7.201823309,4.1,23623.30007,1612102.097
6.498815201,4.18,15167.41107,578161.4955
6.257776744,2,45598.89674,1454126.551
8.005870386,6.47,40186.29337,1684537.961
4.840595055,4.47,24138.06628,1347210.092
7.437009145,4.5,30774.39431,1603342.669
7.422156287,5.07,49307.20981,1383563.574
5.757165087,4.12,40673.9221,705444.1168
7.343420851,4.22,48776.92661,1418045.719
6.778563744,4,33839.08519,1457755.979
7.871982757,5.41,22669.67412,1617405.425
4.513353831,4.24,29587.13853,456019.1712
7.183912048,4.37,28130.26592,1348804.229
8.594842639,5.42,49224.09281,1579360.825
6.609634039,2.35,21091.58744,385678.1667
6.847362326,3,32774.02197,1121023.437
7.780985804,4.45,43314.16108,1178553.616
8.271982892,6.3,35163.51684,1296467.994
4.198676629,2.17,29386.58045,313651.5032
8.365383291,5.21,51747.77676,1530294.577
6.793215874,3.15,40908.89232,1249914.395
9.188667262,4.13,36679.43203,1270432.4
6.360722218,2.08,45130.82828,1123753.734
7.990513702,6.01,32818.06713,1005087.361
8.343125221,4.36,48077.26496,1712282.259
5.727202199,3.39,33303.5431,698457.6776
6.539577203,4.12,16083.14442,1322439.108
6.584016966,3.13,42939.27424,1599615.745
5.764141193,3.41,47163.75462,1142264.248
7.221147395,6.47,51246.10288,1012768.756
5.895335124,4.19,55849.46922,1244916.548
5.77285134,2.18,40976.78683,1016526.594
6.937166766,4.01,24878.46173,1383565.696
5.133465711,4.17,49617.73142,1526369.647
7.866082003,3.23,14403.8353,961495.0964
7.514062032,6.06,27766.76194,1228362.747
9.028047222,4.45,40412.04776,1674680.741
9.2002462,5.39,36100.57718,1411217.493
6.738533682,2.5,23624.24894,1476392.551
5.331010176,2.36,15769.19997,751324.1387
6.68477919,3.35,35074.26481,1366714.376
6.883670877,2.36,51169.58559,1718625.945
8.461468275,3.38,45338.09139,1344869.28
7.323224846,3.37,24943.96194,1442079.057
5.382998154,3.31,24171.18247,1000892.046
8.575994509,5.23,42035.99199,1553395.562
6.749488716,4.25,48922.5214,1969256.933
6.80926661,2.2,42946.08099,1435261.987
6.40733952,3.28,37302.52534,718874.6798
6.596278185,2.43,51561.26314,1883082.276
8.84477396,6.16,48899.51382,1502443.23
4.541466869,3.42,58793.2682,1513650.381
5.165901842,4.04,56689.27907,1410264.405
4.882380596,4.12,30997.43904,647691.8352
6.181227861,3.01,45178.46768,1675062.891
7.092714041,5.28,23690.69799,1336134.486
8.086981109,6.5,37175.07064,1376240.615
8.041198572,6.42,32976.80797,1680017.24
5.98022928,2.49,25380.41301,1186025.951
6.776068462,4.33,24447.1067,1460044.546
6.499696377,4.06,23794.95178,650939.2067
7.328709122,4.12,39293.653,1525690.995
8.273386772,6.4,34612.76372,1827476.196
6.071830703,3.18,32912.04398,860399.3452
7.813242397,5.35,32481.52177,1574181.732
5.05618974,3.39,39735.06871,333160.9943
8.115024462,3.2,45258.15871,1279681.154
6.628645005,3.32,36411.83456,1594748.125
8.440490911,5.13,20927.43079,1495375.423
7.524874654,6.19,17609.19693,954732.9038
6.833955902,2.46,25934.6492,1426695.686
6.840125382,2.44,35953.15723,1468459.955
8.629268407,6.27,41178.26119,1607863.828
8.297124357,4.03,41939.51507,888866.3945
6.994015904,2.15,29346.7209,1151341.85
7.221474525,6.36,38072.28468,1045704.7
7.64833492,4,49513.89643,1279160.988
7.321513124,6.26,38042.73612,1799455.406
8.151471141,3.23,46610.73557,2005167.48
7.555919437,6.18,29620.83953,1492612.189
7.795375,3.43,30995.48817,976481.7168
8.382339218,5.03,49574.10417,1247002.164
5.093526735,3.37,51235.58929,1426682.135
6.783121452,3.35,35060.34863,1171989.718
7.909545202,4.18,26736.096,1370909.952
7.508775907,3.46,20797.82193,1083071.56
6.720772557,2.01,21677.01339,1065656.023
7.064878233,4.16,32256.70451,1492095.143
7.405948947,5.05,35848.08127,936864.6878
6.774243351,3.39,48601.79746,1966139.928
5.448580097,4.24,48607.09542,1558196.969
5.838844174,3.25,49076.65438,1280588.342
8.159537583,4.27,52123.99386,853750.6529
7.983259576,4.05,30937.82848,978824.6016
9.916528435,3.14,27370.18572,1273554.278
6.402028317,4.44,31702.71455,798659.2171
4.894203341,4.01,48604.07439,1114128.47
7.499446787,3.13,23623.30098,1108894.003
6.726795812,3.45,34006.8653,710269.214
7.473793129,6.31,35062.88654,1142127.884
6.47618593,3.47,44384.51974,1378269.573
6.744228166,3.48,46002.90396,1140126.187
6.586285834,2.2,34170.33666,999146.8694
7.24990524,4.24,34787.46537,1289201.391
4.674073564,2.12,46724.89921,973197.7753
8.103550071,6.26,30826.07821,1511653.455
6.264976849,2.09,26312.35883,1158677.202
7.1419209,6.13,29277.53809,1009093.802
6.987216614,2.18,19379.02082,861013.9461
7.276382135,4.49,26625.13907,1064371.764
7.163240961,5.38,35016.45522,1883469.244
8.363863794,3.09,28100.31771,1191340.826
6.581868523,3.39,38736.902,1300303.407
6.678357597,4.12,29115.68485,1126042.405
7.074092795,3.42,41524.5833,1848511.108
5.63625957,2,31750.26767,1072874.61
5.69082542,4.23,51601.59401,1019127.733
6.65222125,4.16,41382.7259,1210161.07
6.146798103,4.48,51639.30697,1561234.133
8.07153507,6.29,39139.57297,2180065.598
7.654162707,4.3,39642.12993,1665515.246
7.23075355,3.18,55613.37571,1307136.335
6.336485313,2.44,33439.44416,1604207.684
6.431351307,4.1,38779.34601,1057125.839
6.018646503,4.5,59636.40255,1077805.578
5.362668496,2.25,25433.30292,1328525.02
6.134419623,3.09,49547.45563,1017775.512
6.517625123,2.45,50955.57254,1443816.971
7.35036172,5.46,18264.23005,1322010.057
6.100550699,3.29,49698.19872,1064939.523
7.088515213,6.33,37393.99871,768541.9161
9.151531303,6.12,32180.36047,1244563.275
7.398153931,4.46,53364.46288,744291.0273
7.655375007,3.34,44099.53527,1879416.222
6.984770177,3.17,39503.09807,1131698.214
7.794518337,5.02,34993.8414,1000713.586
8.579138669,3.1,45672.38999,1313128.138
6.542597958,4.32,49530.00034,1810561.175
8.06556841,5.5,41143.43774,1877268.75
6.445200711,3.3,40229.98785,1495672.594
6.34099626,2.19,44047.91117,1708102.102
7.358229667,3.08,34292.30694,1058356.18
6.903848074,3.13,28063.71796,681089.9189
9.632403031,5.35,41545.61226,1958064.742
5.35501255,2.44,12450.57847,353240.0547
5.097025362,2.05,31337.78085,1054304.172
5.181613804,4.5,26015.29645,268050.8147
6.611861145,3.14,37288.92357,1318597.715
7.763502241,3.25,37825.7798,1334537.424
7.332134662,3.03,54045.94271,1598736.4
7.146499889,4.27,33935.97227,1699952.814
6.650922645,3.23,46303.46211,1012269.82
6.556382369,3.08,28045.42214,1093506.014
7.057061921,6.22,32660.43971,1064703.305
7.851276189,4.4,38179.7804,1184614.087
6.563053295,4.01,37796.05565,1146480.214
7.485572515,4.36,48908.77158,1925615.841
7.113968421,5.23,38337.47841,1233882.555
6.440243236,3.49,45004.97002,822685.3746
7.488046582,4.46,56696.5175,1935831.039
7.299796422,3.28,29595.43143,912585.6212
7.215912137,5.35,50408.86017,1636906.288
6.396100737,3.13,26295.43966,1197929.743
5.280332632,3.25,44939.67256,1039794.767
6.52610149,2.47,40231.69688,1033450.139
6.82234662,2.34,28863.86803,839589.8445
4.316259054,2.04,36644.53024,782800.4947
5.987424292,4.06,29896.67417,1547127.386
7.480408801,6.45,29153.79965,1518706.283
5.482822603,2.42,39369.64412,1074456.402
7.044419781,4.05,30028.62167,671960.6449
8.087356625,3.32,35891.80616,1185734.958
6.637597521,4.01,38656.43139,1518454.06
6.219390711,4.46,28800.90988,666745.6714
7.121417616,6.36,29190.88798,988014.7561
7.26895352,4.44,6805.740783,997452.5009
8.386460431,4.09,38647.50306,1791307.241
7.309919375,6.34,34970.8158,1223589.046
8.05950533,5.5,39917.43412,1321257.251
7.259001316,6.33,31781.92474,1193687.181
6.672181063,4.07,36705.90669,840208.743
6.596354226,2.13,42548.11004,1474745.015
8.570526058,5.22,33001.91467,1527439.717
6.925560994,2.36,47223.16427,802048.4455
6.337053805,3.08,30049.17001,1016960.655
6.09209959,3.49,31853.71173,1051230.001
7.883996339,3.46,41919.58394,1209964.352
6.229155635,4.25,26641.70332,1357208.238
7.506733034,5.46,25694.24731,1513846.595
8.054621723,3.09,66995.47405,1737570.505
6.902485454,3.32,30809.96748,613370.8511
6.924873897,4.39,29971.89976,767784.6304
8.166272153,3.19,31726.66848,1181663.484
5.89476188,3.49,39667.50726,1898168.684
5.449274802,3.49,45636.33004,1471784.005
5.419235783,4.11,31467.48119,1397461.553
5.586794442,2.47,46643.15684,664465.331
7.812731256,3.42,32525.44517,1128252.819
7.22911211,3.26,27862.67322,1273629.124
5.723008685,3.47,47386.79361,968411.6244
6.408500539,3.13,37703.29694,1071537.376
4.959858562,3.37,51591.67557,1802294.289
6.087208749,4.08,56256.98203,1369582.582
7.432613146,5.04,52405.28006,1350283.997
7.875011965,3.37,31143.88966,1637831.328
7.232609527,6.21,49463.04926,1574279.814
7.723844672,5.04,38105.77786,1251063.65
5.68870348,4.22,50936.33086,992622.7693
7.966109181,4.13,27593.12576,1616505.354
8.562229307,3,38904.6674,1440106.864
6.627170812,3,32827.67547,1139014.194
7.180671094,4.27,41036.28415,1139072.772
8.194571351,5.49,50752.19402,1243491.572
4.990364539,2.33,44065.14943,1021126.683
6.459058728,3.03,21985.73467,960918.6584
7.063988358,4.06,36011.05117,1306288.227
7.226916324,6.24,41971.16183,1537897.118
5.839049562,2.03,43745.99082,909885.8014
7.868288356,6.21,47452.35785,1752112.604
7.508958054,5.34,33483.65248,1129388.123
8.607612195,3.16,47320.68158,2024902.521
6.949333598,2.5,49309.85488,1164968.877
7.505243752,4.27,44435.16452,1187454.672
5.232616153,2.16,37215.66964,1675702.223
7.606141984,5.27,41637.79529,1163559.471
7.505222178,4.33,35596.82458,814240.2816
7.668535369,4.09,42652.36735,1480674.799
8.25721362,4.35,23177.58185,1281308.332
6.007374115,4.14,41856.36586,1187044.053
6.00973669,4.16,23287.07176,1267803.317
7.692426833,6.45,35998.31948,1094792.003
7.223042535,3.17,20206.52406,1489574.137
6.592001517,3.28,22800.03696,1280995.549
6.912043937,4.38,45095.69976,1046347.121
6.865190715,4.21,30072.71973,1149694.034
